Altium Designer Pick and Place Locations
C:\Repo\superlongboard-ext\Project Outputs for Longboard_32bit_ext\Longboard_32bit_ext_GERBERS_B8\Pick Place\Longboard_32bit_ext_CAM_B8_FULL_PLACE.txt

========================================================================================================================
File Design Information:

Date:       08-04-24
Time:       09:55
Revision:   cb85c39abfa762ddce52b153b08f97281b9a1709
Variant:    FULL_PLACE
Units used: mil

Designator Comment                     Layer       Footprint                          Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                          
U2_HL      EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        7731.299      1766.732      180      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U2_AL      EL357N(B)(TA)-G             TopLayer    SOP-4_P2.54                        6338.583      1071.771      180      "Optocoupler SOP-4, EL357N(B)(TA)-G, Everlight Electronics"                                                                          
U1         SN74AHC1G86DBVR             TopLayer    SOT95P280X145-5N                   1648.622      1653.543      90       "XOR (Exclusive OR) IC 1 Channel  SOT-23-5"                                                                                          
R124_N3    "510O ±1%"                  TopLayer    0402_R                             4679.330      1427.244      180      "Chip resistor"                                                                                                                      
R124_N2    "510O ±1%"                  TopLayer    0402_R                             4284.978      1427.244      180      "Chip resistor"                                                                                                                      
R124_N1    "510O ±1%"                  TopLayer    0402_R                             3627.725      1427.165      180      "Chip resistor"                                                                                                                      
R124_N0    "510O ±1%"                  TopLayer    0402_R                             3496.275      1427.244      180      "Chip resistor"                                                                                                                      
R123_N3    "1KO ±1%"                   TopLayer    0402_R                             4685.038      1845.472      180      "Chip resistor"                                                                                                                      
R123_N2    "1KO ±1%"                   TopLayer    0402_R                             4191.560      1845.472      180      "Chip resistor"                                                                                                                      
R123_N1    "1KO ±1%"                   TopLayer    0402_R                             3698.082      1845.472      180      "Chip resistor"                                                                                                                      
R123_N0    "1KO ±1%"                   TopLayer    0402_R                             3451.343      1845.472      180      "Chip resistor"                                                                                                                      
R122_MIS   "220O ±1%"                  TopLayer    0402_R                             4438.300      1845.473      0        "Chip resistor"                                                                                                                      
R122_COO   "220O ±1%"                  TopLayer    0402_R                             4314.930      1845.473      0        "Chip resistor"                                                                                                                      
R122_AO3   "220O ±1%"                  TopLayer    0402_R                             3944.822      1845.473      0        "Chip resistor"                                                                                                                      
R122_AO2   "220O ±1%"                  TopLayer    0402_R                             3821.452      1845.473      0        "Chip resistor"                                                                                                                      
R122_AO1   "220O ±1%"                  TopLayer    0402_R                             3204.604      1845.473      0        "Chip resistor"                                                                                                                      
R122_AO0   "220O ±1%"                  TopLayer    0402_R                             3081.235      1845.473      0        "Chip resistor"                                                                                                                      
R121_MIS   "120O ±1%"                  TopLayer    0402_R                             4547.880      1427.244      0        "Chip resistor"                                                                                                                      
R121_COO   "120O ±1%"                  TopLayer    0402_R                             4416.429      1427.244      0        "Chip resistor"                                                                                                                      
R121_AO3   "120O ±1%"                  TopLayer    0402_R                             4153.528      1427.166      0        "Chip resistor"                                                                                                                      
R121_AO2   "120O ±1%"                  TopLayer    0402_R                             3890.627      1427.244      0        "Chip resistor"                                                                                                                      
R121_AO1   "120O ±1%"                  TopLayer    0402_R                             3364.824      1427.166      0        "Chip resistor"                                                                                                                      
R121_AO0   "120O ±1%"                  TopLayer    0402_R                             3101.923      1427.244      0        "Chip resistor"                                                                                                                      
R120       "510O ±1%"                  TopLayer    0402_R                             6545.777      1342.772      90       "Chip resistor"                                                                                                                      
R119       "4.7KO ±1%"                 TopLayer    0402_R                             6132.677      1276.011      270      "Chip resistor"                                                                                                                      
R118       "220O ±1%"                  TopLayer    0402_R                             6132.677      1553.360      270      "Chip resistor"                                                                                                                      
R117       "220O ±1%"                  TopLayer    0402_R                             6545.777      1515.152      270      "Chip resistor"                                                                                                                      
R116       "220O ±1%"                  TopLayer    0402_R                             6132.087      1692.034      90       "Chip resistor"                                                                                                                      
R115       "220O ±1%"                  TopLayer    0402_R                             6545.777      1687.533      270      "Chip resistor"                                                                                                                      
R114       "220O ±1%"                  TopLayer    0402_R                             6131.890      1830.709      90       "Chip resistor"                                                                                                                      
R113       "220O ±1%"                  TopLayer    0402_R                             6545.777      1859.914      90       "Chip resistor"                                                                                                                      
R109_RL2   "1KO ±1%"                   TopLayer    0603_R                             3307.086      482.284       180      "Chip resistor"                                                                                                                      
R109_RL1   "1KO ±1%"                   TopLayer    0603_R                             2990.191      481.965       180      "Chip resistor"                                                                                                                      
R108       "4.7KO ±1%"                 TopLayer    0603_R                             570.866       280.512       180      "Chip resistor"                                                                                                                      
R107       "4.7KO ±1%"                 TopLayer    0603_R                             570.866       206.693       0        "Chip resistor"                                                                                                                      
R95        "2KO ±1%"                   TopLayer    0402_R                             521.982       1274.606      180      "Chip resistor"                                                                                                                      
R94        "2KO ±1%"                   TopLayer    0402_R                             700.787       1274.606      0        "Chip resistor"                                                                                                                      
R93        "2KO ±1%"                   TopLayer    0402_R                             930.446       1274.606      180      "Chip resistor"                                                                                                                      
R92        "2KO ±1%"                   TopLayer    0402_R                             1441.929      959.646       270      "Chip resistor"                                                                                                                      
R91        "2KO ±1%"                   TopLayer    0402_R                             1053.149      861.220       180      "Chip resistor"                                                                                                                      
R90        "2KO ±1%"                   TopLayer    0402_R                             1122.047      354.331       180      "Chip resistor"                                                                                                                      
R88        "200O ±1%"                  TopLayer    0402_R                             610.236       1274.606      0        "Chip resistor"                                                                                                                      
R87        "120O ±1%"                  TopLayer    0805_R                             452.756       935.109       270      "Chip resistor"                                                                                                                      
R86        "47KO ±1%"                  TopLayer    0402_R                             457.677       1038.386      180      "Chip resistor"                                                                                                                      
R85        "200O ±1%"                  TopLayer    0402_R                             456.274       750.355       270      "Chip resistor"                                                                                                                      
R84        "10KO ±1%"                  TopLayer    0402_R                             2987.204      1845.472      180      "Chip resistor"                                                                                                                      
R83        "10KO ±1%"                  TopLayer    0603_R                             2043.307      1850.394      180      "Chip resistor"                                                                                                                      
R76        "22O ±1%"                   TopLayer    0603_R                             2141.200      1437.008      90       "Chip resistor"                                                                                                                      
R75        "22O ±1%"                   TopLayer    0603_R                             2210.098      1437.008      90       "Chip resistor"                                                                                                                      
R74        "22O ±1%"                   TopLayer    0603_R                             2278.995      1437.008      90       "Chip resistor"                                                                                                                      
R72        "4.7KO ±1%"                 TopLayer    0402_R                             1412.402      1934.055      0        "Chip resistor"                                                                                                                      
R69        "2.2KO ±1%"                 TopLayer    0402_R                             447.834       216.535       180      "Chip resistor"                                                                                                                      
R68        "22O ±1%"                   TopLayer    0603_R                             1412.854      856.774       180      "Chip resistor"                                                                                                                      
R67        "22O ±1%"                   TopLayer    0603_R                             1412.854      782.718       180      "Chip resistor"                                                                                                                      
R66        "4.7KO ±1%"                 TopLayer    0402_R                             2106.299      428.149       270      "Chip resistor"                                                                                                                      
R65        "4.7KO ±1%"                 TopLayer    0402_R                             2175.197      428.149       270      "Chip resistor"                                                                                                                      
R64        "4.7KO ±1%"                 TopLayer    0402_R                             2621.063      591.339       0        "Chip resistor"                                                                                                                      
R63        "1KO ±1%"                   TopLayer    0402_R                             896.124       2734.773      180      "Chip resistor"                                                                                                                      
R62        "10KO ±1%"                  TopLayer    0402_R                             2302.362      339.452       0        "Chip resistor"                                                                                                                      
R61        "10KO ±1%"                  TopLayer    0402_R                             2303.937      196.851       0        "Chip resistor"                                                                                                                      
R60        "2.2KO ±1%"                 TopLayer    0402_R                             2704.724      542.126       180      "Chip resistor"                                                                                                                      
R59        "510O ±1%"                  TopLayer    0402_R                             2704.724      591.339       0        "Chip resistor"                                                                                                                      
R58        "5.1KO ±1%"                 TopLayer    0402_R                             2621.063      542.126       0        "Chip resistor"                                                                                                                      
R54        "2KO ±1%"                   TopLayer    0603_R                             7307.102      1520.665      0        "Chip resistor"                                                                                                                      
R50        "200O ±1%"                  TopLayer    0402_R                             7642.716      723.425       90       "Chip resistor"                                                                                                                      
R43        "8.2KO ±1%"                 TopLayer    0603_R                             4926.181      2347.441      270      "Chip resistor"                                                                                                                      
R41        "220O ±1%"                  TopLayer    0402_R                             1545.728      940.673       180      "Chip resistor"                                                                                                                      
R35        "220O ±1%"                  TopLayer    0402_R                             1963.583      1432.087      90       "Chip resistor"                                                                                                                      
R31        "220O ±1%"                  TopLayer    0402_R                             2073.622      1437.008      90       "Chip resistor"                                                                                                                      
R25        "220O ±1%"                  TopLayer    0402_R                             2770.669      688.976       0        "Chip resistor"                                                                                                                      
R23_TLO    "1KO ±1%"                   TopLayer    0603_R                             7485.236      1624.015      270      "Chip resistor"                                                                                                                      
R23_PRB    "1KO ±1%"                   TopLayer    0603_R                             339.567       2175.984      90       "Chip resistor"                                                                                                                      
R23_HL     "1KO ±1%"                   TopLayer    0603_R                             7485.236      1756.890      270      "Chip resistor"                                                                                                                      
R23_AL     "1KO ±1%"                   TopLayer    0603_R                             6609.252      1092.520      180      "Chip resistor"                                                                                                                      
R22_TLO    "4.7KO ±1%"                 TopLayer    0402_R                             7399.645      1588.519      180      "Chip resistor"                                                                                                                      
R22_PRB    "4.7KO ±1%"                 TopLayer    0402_R                             787.402       2210.433      0        "Chip resistor"                                                                                                                      
R22_HL     "4.7KO ±1%"                 TopLayer    0402_R                             7396.653      1697.834      180      "Chip resistor"                                                                                                                      
R22_AL     "4.7KO ±1%"                 TopLayer    0402_R                             6137.598      1017.027      270      "Chip resistor"                                                                                                                      
R21        "1KO ±1%"                   TopLayer    0402_R                             896.124       3160.352      180      "Chip resistor"                                                                                                                      
R20        "1KO ±1%"                   TopLayer    0402_R                             896.124       3089.422      180      "Chip resistor"                                                                                                                      
R19        "1KO ±1%"                   TopLayer    0402_R                             896.124       3018.492      180      "Chip resistor"                                                                                                                      
R18        "1KO ±1%"                   TopLayer    0402_R                             896.124       2947.563      180      "Chip resistor"                                                                                                                      
R17        "1KO ±1%"                   TopLayer    0402_R                             5880.905      1107.283      180      "Chip resistor"                                                                                                                      
R9         "0O ±1%"                    TopLayer    0603_R                             4984.449      1899.606      0        "Chip resistor"                                                                                                                      
R8         "10KO ±1%"                  TopLayer    0603_R                             1707.677      1811.024      90       "Chip resistor"                                                                                                                      
R4         "0O ±1%"                    TopLayer    0603_R                             1412.401      634.842       180      "Chip resistor"                                                                                                                      
R3         "0O ±1%"                    TopLayer    0603_R                             1412.401      708.661       180      "Chip resistor"                                                                                                                      
Q2_RL2     ST3422A                     TopLayer    SOT-23-3L                          3368.110      694.212       90       "60V 6A 28mO@10V,6A 2W 3V@250uA 38pF@15V N Channel 455pF@15V 10nC@10V -55?~+150?@(Tj) SOT-23-3L MOSFETs ROHS"                        
Q2_RL1     ST3422A                     TopLayer    SOT-23-3L                          2944.882      700.118       90       "60V 6A 28mO@10V,6A 2W 3V@250uA 38pF@15V N Channel 455pF@15V 10nC@10V -55?~+150?@(Tj) SOT-23-3L MOSFETs ROHS"                        
P21_TR2    DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    4203.937      319.882       0        "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
P21_TR1    DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    3849.606      319.882       0        "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
P19        DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    601.575       3582.677      180      "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
P18_RL2    DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    3495.276      319.882       0        "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
P18_RL1    DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    3139.010      319.563       0        "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
P17        DB2EVC-3.81-7P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-7P    5390.748      319.882       0        "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
L11        "220R @ 100Mhz 100mA"       TopLayer    0402_L                             964.567       1061.024      270      "700mO ±25% 220O@100MHz 0402 Ferrite Beads ROHS"                                                                                     
L10        "220R @ 100Mhz 100mA"       TopLayer    0402_L                             900.591       1062.992      270      "700mO ±25% 220O@100MHz 0402 Ferrite Beads ROHS"                                                                                     
L9         "220R @ 100Mhz 2A"          TopLayer    0805_R                             2760.827      1313.976      180      "150mO ±25% 220O@100MHz 0805 Ferrite Beads ROHS"                                                                                     
L8         "220R @ 100Mhz 2A"          TopLayer    0805_R                             2731.299      1727.362      180      "150mO ±25% 220O@100MHz 0805 Ferrite Beads ROHS"                                                                                     
L4         "220R @ 100Mhz 100mA"       TopLayer    0402_L                             2637.795      1291.339      270      "700mO ±25% 220O@100MHz 0402 Ferrite Beads ROHS"                                                                                     
L2         "220R @ 100Mhz 100mA"       TopLayer    0402_L                             7676.775      1258.686      270      "700mO ±25% 220O@100MHz 0402 Ferrite Beads ROHS"                                                                                     
L1         "220R @ 100Mhz 100mA"       TopLayer    0402_L                             7622.641      1258.686      270      "700mO ±25% 220O@100MHz 0402 Ferrite Beads ROHS"                                                                                     
J21        B3B-XH-A(LF)(SN)            TopLayer    JST_B3B-XH-A(LF)(SN)               634.842       3150.591      180      "Connector Header Through Hole 3 position 0.098" (2.50mm)"                                                                           
J20        TYPE-C-31-M-12              TopLayer    HRO_TYPE-C-31-M-12                 164.272       374.016       270      "USB Connectors 24 Receptacle 1 8.94*7.3mm RoHS"                                                                                     
J15        XH-4A                       TopLayer    JST_B4B-XH-A(LF)(SN)               5890.748      1619.094      90       "1x4P 4P XH 1 2.5mm 4 Phosphor bronze Plugin,P=2.5mm Wire To Board / Wire To Wire Connector ROHS"                                    
J14        KH-PCB-6P6C                 TopLayer    RJ11-TH_DS1133-S60BPX              215.494       994.639       0        "RJ45 RJReceptacle No 1 Shrouded Without LED -45?~+85? Plugin Ethernet Connectors/Modular Connectors (RJ45 RJ11) ROHS"               
J13        DB2EVC-3.81-2P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-2p    2735.039      319.882       0        "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
J11        WJ15EDGRC-3.81-3P           TopLayer    SHDRRA3W85P0X381_1X3_1231X915X720P 8124.350      1673.228      270      "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
J10        DB2EVC-3.81-4P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-4p    7478.937      319.882       0        "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
J9         DB2EVC-3.81-5P-GN           TopLayer    CONN-TH_5P-P3.81_DB2EVC-3.81-5P    6396.654      319.882       0        "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
J8         XH-4A                       TopLayer    JST_B4B-XH-A(LF)(SN)               7101.378      1505.906      90       "1x4P 4P XH 1 2.5mm 4 Phosphor bronze Plugin,P=2.5mm Wire To Board / Wire To Wire Connector ROHS"                                    
J7         XH-4A                       TopLayer    JST_B4B-XH-A(LF)(SN)               4434.398      2808.253      90       "1x4P 4P XH 1 2.5mm 4 Phosphor bronze Plugin,P=2.5mm Wire To Board / Wire To Wire Connector ROHS"                                    
J6         XH-4A                       TopLayer    JST_B4B-XH-A(LF)(SN)               3796.207      2808.253      90       "1x4P 4P XH 1 2.5mm 4 Phosphor bronze Plugin,P=2.5mm Wire To Board / Wire To Wire Connector ROHS"                                    
J5         XH-4A                       TopLayer    JST_B4B-XH-A(LF)(SN)               3158.016      2808.253      90       "1x4P 4P XH 1 2.5mm 4 Phosphor bronze Plugin,P=2.5mm Wire To Board / Wire To Wire Connector ROHS"                                    
J4         XH-4A                       TopLayer    JST_B4B-XH-A(LF)(SN)               2524.736      2808.253      90       "1x4P 4P XH 1 2.5mm 4 Phosphor bronze Plugin,P=2.5mm Wire To Board / Wire To Wire Connector ROHS"                                    
J3         WJ15EDGRC-3.81-2P           TopLayer    SHDRRA2W85P0X381_1X2_850X915X720P  172.244       2208.465      90       "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
J2         WJ15EDGRC-3.81-3P           TopLayer    SHDRRA3W85P0X381_1X3_1231X915X720P 8124.350      2229.134      270      "3.81mm Green Board Edge/Receptacle-Close Push-Pull,P=3.81mm Pluggable System Terminal Block ROHS"                                   
J1         PZ254-2-08-S                TopLayer    95278101A16LF                      1156.496      1825.787      270      "250V 3A Brick nogging Square Pins 2.5mm 260?@5S 6mm 16P -40?~+105? 2.54mm Black 2.54mm 2x8P SMD,P=2.54mm Pin Headers ROHS"          
D31_TR2    "B5819W  SL"                TopLayer    SOD-123                            4453.740      541.339       90       "40V 600mV@1A 1A SOD-123 Schottky Barrier Diodes (SBD) ROHS"                                                                         
D31_TR1    "B5819W  SL"                TopLayer    SOD-123                            4074.803      541.338       90       "40V 600mV@1A 1A SOD-123 Schottky Barrier Diodes (SBD) ROHS"                                                                         
D30_RL2    "B5819W  SL"                TopLayer    SOD-123                            3464.567      482.283       180      "40V 600mV@1A 1A SOD-123 Schottky Barrier Diodes (SBD) ROHS"                                                                         
D30_RL1    "B5819W  SL"                TopLayer    SOD-123                            3147.672      477.043       180      "40V 600mV@1A 1A SOD-123 Schottky Barrier Diodes (SBD) ROHS"                                                                         
D29        "0603 LED Green"            TopLayer    0603_LED_S1_-_GREEN                428.150       280.512       0        "20mA -40?~+85? 515nm~530nm Emerald 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                 
D27        USBLC6-2SC6                 TopLayer    SOT95P280X145-6N                   408.465       477.362       225      "Very low capacitance ESD protection, 3.5 pF, -40 to 125 degC, 6-Pin SOT23, RoHS, Tape and Reel"                                     
D26        "0603 LED Green"            TopLayer    0603_LED_S1_-_GREEN                398.622       1284.449      0        "20mA -40?~+85? 515nm~530nm Emerald 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                 
D25        "0603 Red"                  TopLayer    0603_LED_S1                        255.905       1284.449      0        "-40?~+85? Red 0603 Light Emitting Diodes (LED) ROHS"                                                                                
D24        "0603 LED Green"            TopLayer    0603_LED_S1_-_GREEN                2042.323      1919.291      0        "20mA -40?~+85? 515nm~530nm Emerald 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                 
D23        1SMAF4734A                  TopLayer    DIOM5226X240N                      2672.244      1835.630      180      "27V ±5% 1W 500nA @ 20.5V SMA(DO-214AC) Zener Diodes RoHS"                                                                           
D21        ZMM5V6-M                    TopLayer    LL-34                              5777.559      1126.968      270      "Single 500mW 5.2V~6V 5.6V LL-34 Zener Diodes ROHS"                                                                                  
D13        "0603 Red"                  TopLayer    0603_LED_S1                        1018.688      3158.581      0        "-40?~+85? Red 0603 Light Emitting Diodes (LED) ROHS"                                                                                
D12        "0603 Yellow"               TopLayer    0603_LED_S1_-_YELLOW               1018.694      3087.946      0        "-40?~+85? 585.5nm~591.5nm Yellow 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                   
D11        "0603 Yellow"               TopLayer    0603_LED_S1_-_YELLOW               1019.092      3017.420      0        "-40?~+85? 585.5nm~591.5nm Yellow 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                   
D10        "0603 Yellow"               TopLayer    0603_LED_S1_-_YELLOW               1018.422      2946.690      0        "-40?~+85? 585.5nm~591.5nm Yellow 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                   
D9         "0603 Yellow"               TopLayer    0603_LED_S1_-_YELLOW               6943.898      772.638       0        "-40?~+85? 585.5nm~591.5nm Yellow 120° 60mW 0603 Light Emitting Diodes (LED) ROHS"                                                   
C96        100nF                       TopLayer    0402_C                             6132.677      1414.686      270      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C95        100nF                       TopLayer    0603_C                             505.791       2631.975      0        "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C66        100nF                       TopLayer    0603_C                             1441.929      1087.598      270      "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C65        100nF                       TopLayer    0603_C                             1240.158      354.331       180      "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C64        1uF                         TopLayer    0603_C                             836.614       1156.496      270      "Chip capacitors"                                                                                                                    
C63        100nF                       TopLayer    0402_C                             526.575       964.567       90       "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C62        100nF                       TopLayer    0402_C                             511.811       750.984       270      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C61        22uF                        TopLayer    0805_C                             930.464       964.567       180      "25V 22uF X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C60        4.7uF                       TopLayer    0805_C                             949.803       1151.575      180      "Chip capacitors"                                                                                                                    
C59        10uF                        TopLayer    1206_C                             2017.323      1751.968      0        "50V 10uF X5R ±10% 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C57        100uF                       TopLayer    WCAP-ASLI_D6.3H7.7                 846.457       1700.787      270      "-45?~+105? 2000hrs@105? 100uF 7.7mm 35V 6.3mm ±20% SMD,6.3x7.7mm Aluminum Electrolytic Capacitors - SMD ROHS"                       
C56        100uF                       TopLayer    CASE-B_3528                        2657.480      1555.118      90       "Tantalum capacitor"                                                                                                                 
C54        4.7uF                       TopLayer    0603_C                             4984.449      1973.425      180      "16V 4.7uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C39        10pF                        TopLayer    0603_C                             2770.669      925.197       180      "Chip capacitors"                                                                                                                    
C38        10pF                        TopLayer    0603_C                             2770.669      992.454       180      "Chip capacitors"                                                                                                                    
C35        100nF                       TopLayer    0402_C                             2376.968      1451.772      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C34        100nF                       TopLayer    0402_C                             1727.559      1470.914      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C33        100nF                       TopLayer    0402_C                             2603.346      1072.834      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C32        100nF                       TopLayer    0402_C                             2608.268      856.299       180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C31        100nF                       TopLayer    0402_C                             2302.362      477.017       0        "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C30        100nF                       TopLayer    0402_C                             2377.421      1397.638      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C29        100nF                       TopLayer    0402_C                             1727.814      1398.718      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C28        1uF                         TopLayer    0603_C                             1683.071      437.992       180      "Chip capacitors"                                                                                                                    
C27        1uF                         TopLayer    0603_C                             2302.362      408.234       0        "Chip capacitors"                                                                                                                    
C26        4.7uF                       TopLayer    0603_C                             1894.685      1432.087      270      "16V 4.7uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C25        4.7uF                       TopLayer    0603_C                             1638.779      688.976       90       "16V 4.7uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C24        100nF                       TopLayer    0402_C                             2569.753      1175.914      90       "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C23        4.7uF                       TopLayer    0603_C                             2639.507      1175.914      90       "16V 4.7uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C22        100nF                       TopLayer    0402_C                             2302.362      270.669       180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C21        100nF                       TopLayer    0402_C                             1549.409      344.488       0        "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C20        8.2nF                       TopLayer    0603_C                             2785.433      575.787       90       "50V 8.2nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C8         22uF                        TopLayer    0805_C                             7658.597      1122.140      90       "25V 22uF X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                           
C7         4.7uF                       TopLayer    0805_C                             7646.293      1362.455      180      "Chip capacitors"                                                                                                                    
C3_TLO     100nF                       TopLayer    0402_C                             7396.654      1643.701      0        "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C3_PRB     100nF                       TopLayer    0402_C                             787.401       2136.614      180      "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C3_HL      100nF                       TopLayer    0402_C                             7396.654      1751.969      0        "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C3_AL      100nF                       TopLayer    0402_C                             6137.598      1147.030      90       "16V 100nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C2         100nF                       TopLayer    0603_C                             1560.040      1811.024      270      "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
C1         100nF                       TopLayer    0603_C                             1633.858      1811.024      270      "50V 100nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"                                                          
